,Unnamed: 0,rep,n,latent_dim,embed_dim,timesteps,control_horizons,loss,total_cost,id
232,1.0,21,10,20,20,50,0,6.125926356713614e+59,0,"LR (20, True)"
233,2.0,21,20,20,20,50,0,1.2619804602499113e+45,0,"LR (20, True)"
234,3.0,21,30,20,20,50,0,8859.425895366727,0,"LR (20, True)"
235,4.0,21,40,20,20,50,0,1.6263959347984787e+19,0,"LR (20, True)"
236,5.0,21,50,20,20,50,0,3.1067862180664736e+16,0,"LR (20, True)"
237,6.0,21,60,20,20,50,0,1.2342390101596029e+19,0,"LR (20, True)"
238,7.0,21,70,20,20,50,0,3.98808815764308e+30,0,"LR (20, True)"
239,8.0,21,80,20,20,50,0,16729681.13582556,0,"LR (20, True)"
240,9.0,21,90,20,20,50,0,446.9537193740812,0,"LR (20, True)"
241,10.0,21,100,20,20,50,0,9.62538647095611e+31,0,"LR (20, True)"
242,0.0,22,5,20,20,50,0,1.1824766784932819e+39,0,"LR (20, True)"
243,1.0,22,10,20,20,50,0,1402.9067548616829,0,"LR (20, True)"
244,2.0,22,20,20,20,50,0,inf,0,"LR (20, True)"
245,3.0,22,30,20,20,50,0,1.0559857078756295e+47,0,"LR (20, True)"
246,4.0,22,40,20,20,50,0,4.387822603785792e+27,0,"LR (20, True)"
247,5.0,22,50,20,20,50,0,273540002256.7769,0,"LR (20, True)"
248,6.0,22,60,20,20,50,0,16659939955.706636,0,"LR (20, True)"
249,7.0,22,70,20,20,50,0,372219.0559354006,0,"LR (20, True)"
250,8.0,22,80,20,20,50,0,1.6680891355138032e+22,0,"LR (20, True)"
251,9.0,22,90,20,20,50,0,5417.0322323436285,0,"LR (20, True)"
252,10.0,22,100,20,20,50,0,7.192256097525747e+26,0,"LR (20, True)"
253,0.0,23,5,20,20,50,0,2.3998498718556137e+36,0,"LR (20, True)"
254,1.0,23,10,20,20,50,0,3.958559193610107e+16,0,"LR (20, True)"
255,2.0,23,20,20,20,50,0,4.590797921989407e+25,0,"LR (20, True)"
256,3.0,23,30,20,20,50,0,114974894892275.8,0,"LR (20, True)"
257,4.0,23,40,20,20,50,0,7.280547107444184e+39,0,"LR (20, True)"
258,5.0,23,50,20,20,50,0,11151530.455683608,0,"LR (20, True)"
259,6.0,23,60,20,20,50,0,4459744667465.413,0,"LR (20, True)"
260,7.0,23,70,20,20,50,0,9.193838260030417e+26,0,"LR (20, True)"
261,8.0,23,80,20,20,50,0,205913269021044.25,0,"LR (20, True)"
262,9.0,23,90,20,20,50,0,1655997.019039607,0,"LR (20, True)"
263,10.0,23,100,20,20,50,0,1096764841150243.2,0,"LR (20, True)"
264,0.0,24,5,20,20,50,0,65711.90083103704,0,"LR (20, True)"
265,1.0,24,10,20,20,50,0,1.6521659485382428e+18,0,"LR (20, True)"
266,2.0,24,20,20,20,50,0,1471286325905846.2,0,"LR (20, True)"
267,3.0,24,30,20,20,50,0,1.4406018446186609e+46,0,"LR (20, True)"
268,4.0,24,40,20,20,50,0,4.786531522763117e+34,0,"LR (20, True)"
269,5.0,24,50,20,20,50,0,3616.3617818716766,0,"LR (20, True)"
270,6.0,24,60,20,20,50,0,2.1213403721827613e+222,0,"LR (20, True)"
271,7.0,24,70,20,20,50,0,1.5560417663185188e+16,0,"LR (20, True)"
272,8.0,24,80,20,20,50,0,2350135812283.967,0,"LR (20, True)"
273,9.0,24,90,20,20,50,0,7.049903116051387e+35,0,"LR (20, True)"
274,10.0,24,100,20,20,50,0,5.042021090796848e+18,0,"LR (20, True)"
275,0.0,25,5,20,20,50,0,331.7333207129517,0,"LR (20, True)"
276,1.0,25,10,20,20,50,0,15159596.158779234,0,"LR (20, True)"
277,2.0,25,20,20,20,50,0,5.115355261397412e+20,0,"LR (20, True)"
278,3.0,25,30,20,20,50,0,2.3256928419323778e+62,0,"LR (20, True)"
279,4.0,25,40,20,20,50,0,726899192937892.8,0,"LR (20, True)"
280,5.0,25,50,20,20,50,0,483963296.5542985,0,"LR (20, True)"
281,6.0,25,60,20,20,50,0,151.36396153059343,0,"LR (20, True)"
282,7.0,25,70,20,20,50,0,19805825.04810393,0,"LR (20, True)"
283,8.0,25,80,20,20,50,0,1859187421.1085029,0,"LR (20, True)"
284,9.0,25,90,20,20,50,0,872721859.4044291,0,"LR (20, True)"
285,10.0,25,100,20,20,50,0,1.89008149695101e+16,0,"LR (20, True)"
286,0.0,26,5,20,20,50,0,2.0777297636322575e+18,0,"LR (20, True)"
287,1.0,26,10,20,20,50,0,1702.0095200792523,0,"LR (20, True)"
288,2.0,26,20,20,20,50,0,2.8979680451875078e+53,0,"LR (20, True)"
289,3.0,26,30,20,20,50,0,5.567981224751415e+19,0,"LR (20, True)"
290,4.0,26,40,20,20,50,0,2.875664869072994e+55,0,"LR (20, True)"
291,5.0,26,50,20,20,50,0,1.1278683888529745e+38,0,"LR (20, True)"
292,6.0,26,60,20,20,50,0,6027946621.068692,0,"LR (20, True)"
293,7.0,26,70,20,20,50,0,2819190.6201289077,0,"LR (20, True)"
294,8.0,26,80,20,20,50,0,1.3265680818931007,0,"LR (20, True)"
295,9.0,26,90,20,20,50,0,2938160679.8375816,0,"LR (20, True)"
296,10.0,26,100,20,20,50,0,689655376.8228871,0,"LR (20, True)"
297,0.0,27,5,20,20,50,0,23114.76717189033,0,"LR (20, True)"
298,1.0,27,10,20,20,50,0,4569163524318.584,0,"LR (20, True)"
